1 @@ /home/lyl/huawei_project/insertVul/old/PROJ/proj4/src/dmstor.c @@ dmstor_ctx
1,2
1,3
2,5
2,9
2,18
2,19
2,19
2,20
2,20
3,17
4,5
5,22
6,5
7,5
8,15
9,5
9,10
9,11
10,11
10,24
11,14
12,5
12,10
12,11
13,8
13,14
13,15
14,8
15,4
15,6
15,7
15,10
15,11
15,23
15,24
16,8
16,13
16,14
16,15
16,17
17,13
18,13
18,14
18,15
19,18
19,19
19,19
19,20
20,19
21,2
21,2
21,2
21,13
21,14
21,15
21,16
21,16
21,18
21,19
21,19
21,20
23,5
24,5
25,1
25,2
25,3
25,11
25,12
25,16
25,17
25,18
25,20
25,21
25,26
25,27
26,8
26,12
27,2
27,3
27,4
27,5
27,5
27,6
27,7
27,9
27,10
27,11
27,12
27,16
27,17
27,20
27,24
------------------------------
2 @@ /home/lyl/huawei_project/insertVul/old/PROJ/proj4/src/dmstor.c @@ dmstor_ctx
1,2
1,3
2,5
2,9
2,18
2,19
2,19
2,20
2,20
3,17
4,5
5,22
6,5
7,5
8,15
9,5
9,10
9,11
10,11
10,24
11,14
12,5
12,10
12,11
13,8
13,14
13,15
14,8
15,4
15,6
15,7
15,10
15,11
15,23
15,24
16,8
16,13
16,14
16,15
16,17
17,13
18,13
18,14
18,15
19,18
19,19
19,19
19,20
20,19
21,2
21,2
21,2
21,13
21,14
21,15
21,16
21,16
21,18
21,19
21,19
21,20
23,5
24,5
25,1
25,2
25,3
25,11
25,12
25,16
25,17
25,18
25,20
25,21
25,26
25,27
26,8
26,12
27,2
27,3
27,4
27,5
27,5
27,6
27,7
27,9
27,10
27,11
27,12
27,16
27,17
27,20
27,24
------------------------------
3 @@ /home/lyl/huawei_project/insertVul/old/PROJ/proj4/src/dmstor.c @@ dmstor_ctx
1,2
1,3
2,5
2,12
2,13
2,13
2,14
2,14
3,11
5,6
6,4
6,9
7,6
8,4
8,9
9,4
10,4
10,8
10,9
10,11
11,8
12,4
12,8
12,9
13,12
13,13
13,13
13,14
14,13
15,2
15,2
15,2
15,4
15,8
15,9
15,10
15,10
15,12
15,13
15,13
15,14
16,1
16,2
16,3
16,6
16,7
16,10
16,11
16,12
16,14
16,15
16,17
16,18
17,7
18,2
18,3
18,5
18,6
18,7
18,10
18,11
18,14
------------------------------
